team_inning,battingPos,name,out/notout,runs,balls,fours,sixes,sr,Match,Match_id
Pakistan,3,Babar Azam (c),out,74,92,4,1,80.43,Pakistan vs Afghanistan,ODI # 4679
Pakistan,4,Mohammad Rizwan ,out,8,10,0,1,80.00,Pakistan vs Afghanistan,ODI # 4679
Pakistan,5,Saud Shakeel,out,25,34,3,0,73.52,Pakistan vs Afghanistan,ODI # 4679
Pakistan,6,Shadab Khan,out,40,38,1,1,105.26,Pakistan vs Afghanistan,ODI # 4679
Pakistan,7,Iftikhar Ahmed,out,40,27,2,4,148.14,Pakistan vs Afghanistan,ODI # 4679
Pakistan,8,Shaheen Shah Afridi,not_out,3,3,0,0,100.00,Pakistan vs Afghanistan,ODI # 4679
Afghanistan,1,Rahmanullah Gurbaz,out,65,53,9,1,122.64,Pakistan vs Afghanistan,ODI # 4679
Afghanistan,2,Ibrahim Zadran,out,87,113,10,0,76.99,Pakistan vs Afghanistan,ODI # 4679
Afghanistan,3,Rahmat Shah,not_out,77,84,5,2,91.66,Pakistan vs Afghanistan,ODI # 4679
Afghanistan,4,Hashmatullah Shahidi (c),not_out,48,45,4,0,106.66,Pakistan vs Afghanistan,ODI # 4679
New Zealand,1,Devon Conway,out,0,9,0,0,0.00,New Zealand vs India,ODI # 4678
New Zealand,2,Will Young,out,17,27,3,0,62.96,New Zealand vs India,ODI # 4678
New Zealand,3,Rachin Ravindra,out,75,87,6,1,86.20,New Zealand vs India,ODI # 4678
New Zealand,4,Daryl Mitchell,out,130,127,9,5,102.36,New Zealand vs India,ODI # 4678
New Zealand,5,Tom Latham (c),out,5,7,1,0,71.42,New Zealand vs India,ODI # 4678
New Zealand,6,Glenn Phillips,out,23,26,0,1,88.46,New Zealand vs India,ODI # 4678
New Zealand,7,Mark Chapman,out,6,8,0,0,75.00,New Zealand vs India,ODI # 4678
New Zealand,8,Mitchell Santner,out,1,2,0,0,50.00,New Zealand vs India,ODI # 4678
New Zealand,9,Matt Henry,out,0,1,0,0,0.00,New Zealand vs India,ODI # 4678
New Zealand,10,Lockie Ferguson,out,1,5,0,0,20.00,New Zealand vs India,ODI # 4678
New Zealand,11,Trent Boult,not_out,0,1,0,0,0.00,New Zealand vs India,ODI # 4678
India,1,Rohit Sharma (c),out,46,40,4,4,115.00,New Zealand vs India,ODI # 4678
India,2,Shubman Gill,out,26,31,5,0,83.87,New Zealand vs India,ODI # 4678
India,3,Virat Kohli,out,95,104,8,2,91.34,New Zealand vs India,ODI # 4678
India,4,Shreyas Iyer,out,33,29,6,0,113.79,New Zealand vs India,ODI # 4678
India,5,KL Rahul ,out,27,35,3,0,77.14,New Zealand vs India,ODI # 4678
India,6,Suryakumar Yadav,out,2,4,0,0,50.00,New Zealand vs India,ODI # 4678
India,7,Ravindra Jadeja,not_out,39,44,3,1,88.63,New Zealand vs India,ODI # 4678
India,8,Mohammed Shami,not_out,1,1,0,0,100.00,New Zealand vs India,ODI # 4678
South Africa,1,Quinton de Kock ,out,4,2,1,0,200.00,South Africa vs England,ODI # 4677
South Africa,2,Reeza Hendricks,out,85,75,9,3,113.33,South Africa vs England,ODI # 4677
South Africa,3,Rassie van der Dussen,out,60,61,8,0,98.36,South Africa vs England,ODI # 4677
South Africa,4,Aiden Markram (c),out,42,44,4,0,95.45,South Africa vs England,ODI # 4677
South Africa,5,Heinrich Klaasen,out,109,67,12,4,162.68,South Africa vs England,ODI # 4677
South Africa,6,David Miller,out,5,6,1,0,83.33,South Africa vs England,ODI # 4677
South Africa,7,Marco Jansen,not_out,75,42,3,6,178.57,South Africa vs England,ODI # 4677
South Africa,8,Gerald Coetzee,out,3,3,0,0,100.00,South Africa vs England,ODI # 4677
South Africa,9,Keshav Maharaj,not_out,1,1,0,0,100.00,South Africa vs England,ODI # 4677
England,1,Jonny Bairstow,out,10,12,1,1,83.33,South Africa vs England,ODI # 4677
England,2,Dawid Malan,out,6,11,1,0,54.54,South Africa vs England,ODI # 4677
England,3,Joe Root,out,2,6,0,0,33.33,South Africa vs England,ODI # 4677
England,4,Ben Stokes,out,5,8,1,0,62.50,South Africa vs England,ODI # 4677
England,5,Harry Brook,out,17,25,2,1,68.00,South Africa vs England,ODI # 4677
England,6,Jos Buttler (c),out,15,7,2,1,214.28,South Africa vs England,ODI # 4677
England,7,David Willey,out,12,12,1,1,100.00,South Africa vs England,ODI # 4677
England,8,Adil Rashid,out,10,14,1,0,71.42,South Africa vs England,ODI # 4677
England,9,Gus Atkinson,out,35,21,7,0,166.66,South Africa vs England,ODI # 4677
England,10,Mark Wood,not_out,43,17,2,5,252.94,South Africa vs England,ODI # 4677
England,11,Reece Topley,out,-,-,-,-,-,South Africa vs England,ODI # 4677
Netherlands,1,Vikramjit Singh,out,4,13,1,0,30.76,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,2,Max O'Dowd,out,16,27,1,1,59.25,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,3,Colin Ackermann,out,29,31,5,0,93.54,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,4,Bas de Leede,out,6,21,0,0,28.57,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,5,Teja Nidamanuru,out,9,16,0,0,56.25,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,6,Scott Edwards (c),out,16,16,0,0,100.00,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,7,Sybrand Engelbrecht,out,70,82,4,1,85.36,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,8,Logan van Beek,out,59,75,1,1,78.66,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,9,Roelof van der Merwe,out,7,7,0,0,100.00,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,10,Aryan Dutt,not_out,9,6,1,0,150.00,Netherlands vs Sri Lanka,ODI # 4676
Netherlands,11,Paul van Meekeren,out,4,5,0,0,80.00,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,1,Pathum Nissanka,out,54,52,9,0,103.84,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,2,Kusal Perera,out,5,8,1,0,62.50,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,3,Kusal Mendis (c),out,11,17,2,0,64.70,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,4,Sadeera Samarawickrama,not_out,91,107,7,0,85.04,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,5,Charith Asalanka,out,44,66,2,1,66.66,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,6,Dhananjaya de Silva,out,30,37,1,2,81.08,Netherlands vs Sri Lanka,ODI # 4676
Sri Lanka,7,Dushan Hemantha,not_out,4,3,1,0,133.33,Netherlands vs Sri Lanka,ODI # 4676
Australia,1,David Warner,out,163,124,14,9,131.45,Australia vs Pakistan,ODI # 4675
Australia,2,Mitchell Marsh,out,121,108,10,9,112.03,Australia vs Pakistan,ODI # 4675
Australia,3,Glenn Maxwell,out,0,1,0,0,0.00,Australia vs Pakistan,ODI # 4675
Australia,4,Steven Smith,out,7,9,0,0,77.77,Australia vs Pakistan,ODI # 4675
Australia,5,Marcus Stoinis,out,21,24,1,1,87.50,Australia vs Pakistan,ODI # 4675
Australia,6,Josh Inglis ,out,13,9,3,0,144.44,Australia vs Pakistan,ODI # 4675
Australia,7,Marnus Labuschagne,out,8,12,1,0,66.66,Australia vs Pakistan,ODI # 4675
Australia,8,Pat Cummins (c),not_out,6,8,0,0,75.00,Australia vs Pakistan,ODI # 4675
Australia,9,Mitchell Starc,out,2,3,0,0,66.66,Australia vs Pakistan,ODI # 4675
Australia,10,Josh Hazlewood,out,0,1,0,0,0.00,Australia vs Pakistan,ODI # 4675
Australia,11,Adam Zampa,not_out,1,1,0,0,100.00,Australia vs Pakistan,ODI # 4675
Pakistan,1,Abdullah Shafique,out,64,61,7,2,104.91,Australia vs Pakistan,ODI # 4675
Pakistan,2,Imam-ul-Haq,out,70,71,10,0,98.59,Australia vs Pakistan,ODI # 4675
Pakistan,3,Babar Azam (c),out,18,14,3,0,128.57,Australia vs Pakistan,ODI # 4675
Pakistan,4,Mohammad Rizwan ,out,46,40,5,0,115.00,Australia vs Pakistan,ODI # 4675
Pakistan,5,Saud Shakeel,out,30,31,5,0,96.77,Australia vs Pakistan,ODI # 4675
Pakistan,6,Iftikhar Ahmed,out,26,20,0,3,130.00,Australia vs Pakistan,ODI # 4675
Pakistan,7,Mohammad Nawaz,out,14,16,0,1,87.50,Australia vs Pakistan,ODI # 4675
Pakistan,8,Usama Mir,out,0,3,0,0,0.00,Australia vs Pakistan,ODI # 4675
Pakistan,9,Shaheen Shah Afridi,out,10,8,2,0,125.00,Australia vs Pakistan,ODI # 4675
Pakistan,10,Hasan Ali,out,8,8,2,0,100.00,Australia vs Pakistan,ODI # 4675
Pakistan,11,Haris Rauf,not_out,0,1,0,0,0.00,Australia vs Pakistan,ODI # 4675
Bangladesh,1,Tanzid Hasan,out,51,43,5,3,118.60,Bangladesh vs India,ODI # 4674
Bangladesh,2,Litton Das,out,66,82,7,0,80.48,Bangladesh vs India,ODI # 4674
Bangladesh,3,Najmul Hossain Shanto (c),out,8,17,0,0,47.05,Bangladesh vs India,ODI # 4674
Bangladesh,4,Mehidy Hasan Miraz,out,3,13,0,0,23.07,Bangladesh vs India,ODI # 4674
Bangladesh,5,Towhid Hridoy,out,16,35,0,0,45.71,Bangladesh vs India,ODI # 4674
Bangladesh,6,Mushfiqur Rahim ,out,38,46,1,1,82.60,Bangladesh vs India,ODI # 4674
Bangladesh,7,Mahmudullah,out,46,36,3,3,127.77,Bangladesh vs India,ODI # 4674
Bangladesh,8,Nasum Ahmed,out,14,18,2,0,77.77,Bangladesh vs India,ODI # 4674
Bangladesh,9,Mustafizur Rahman,not_out,1,7,0,0,14.28,Bangladesh vs India,ODI # 4674
Bangladesh,10,Shoriful Islam,not_out,7,3,0,1,233.33,Bangladesh vs India,ODI # 4674
India,1,Rohit Sharma (c),out,48,40,7,2,120.00,Bangladesh vs India,ODI # 4674
India,2,Shubman Gill,out,53,55,5,2,96.36,Bangladesh vs India,ODI # 4674
India,3,Virat Kohli,not_out,103,97,6,4,106.18,Bangladesh vs India,ODI # 4674
India,4,Shreyas Iyer,out,19,25,2,0,76.00,Bangladesh vs India,ODI # 4674
India,5,KL Rahul ,not_out,34,34,3,1,100.00,Bangladesh vs India,ODI # 4674
New Zealand,1,Devon Conway,out,20,18,3,0,111.11,New Zealand vs Afghanistan,ODI # 4673
New Zealand,2,Will Young,out,54,64,4,3,84.37,New Zealand vs Afghanistan,ODI # 4673
New Zealand,3,Rachin Ravindra,out,32,41,2,1,78.04,New Zealand vs Afghanistan,ODI # 4673
New Zealand,4,Daryl Mitchell,out,1,7,0,0,14.28,New Zealand vs Afghanistan,ODI # 4673
New Zealand,5,Tom Latham (c),out,68,74,3,2,91.89,New Zealand vs Afghanistan,ODI # 4673
New Zealand,6,Glenn Phillips,out,71,80,4,4,88.75,New Zealand vs Afghanistan,ODI # 4673
New Zealand,7,Mark Chapman,not_out,25,12,2,1,208.33,New Zealand vs Afghanistan,ODI # 4673
New Zealand,8,Mitchell Santner,not_out,7,5,1,0,140.00,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,1,Rahmanullah Gurbaz,out,11,21,0,1,52.38,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,2,Ibrahim Zadran,out,14,15,2,0,93.33,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,3,Rahmat Shah,out,36,62,1,0,58.06,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,4,Hashmatullah Shahidi (c),out,8,29,1,0,27.58,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,5,Azmatullah Omarzai,out,27,32,2,0,84.37,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,6,Ikram Alikhil ,not_out,19,21,3,0,90.47,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,7,Mohammad Nabi,out,7,9,1,0,77.77,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,8,Rashid Khan,out,8,13,0,1,61.53,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,9,Mujeeb Ur Rahman,out,4,3,1,0,133.33,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,10,Naveen-ul-Haq,out,0,1,0,0,0.00,New Zealand vs Afghanistan,ODI # 4673
Afghanistan,11,Fazalhaq Farooqi,out,0,2,0,0,0.00,New Zealand vs Afghanistan,ODI # 4673
Netherlands,1,Vikramjit Singh,out,2,16,0,0,12.50,Netherlands vs South Africa,ODI # 4672
Netherlands,2,Max O'Dowd,out,18,25,4,0,72.00,Netherlands vs South Africa,ODI # 4672
Netherlands,3,Colin Ackermann,out,12,25,1,0,48.00,Netherlands vs South Africa,ODI # 4672
Netherlands,4,Bas de Leede,out,2,7,0,0,28.57,Netherlands vs South Africa,ODI # 4672
Netherlands,5,Sybrand Engelbrecht,out,19,37,1,1,51.35,Netherlands vs South Africa,ODI # 4672
Netherlands,6,Teja Nidamanuru,out,20,25,3,0,80.00,Netherlands vs South Africa,ODI # 4672
Netherlands,7,Scott Edwards (c),not_out,78,69,10,1,113.04,Netherlands vs South Africa,ODI # 4672
Netherlands,8,Logan van Beek,out,10,27,1,0,37.03,Netherlands vs South Africa,ODI # 4672
Netherlands,9,Roelof van der Merwe,out,29,19,3,1,152.63,Netherlands vs South Africa,ODI # 4672
Netherlands,10,Aryan Dutt,not_out,23,9,0,3,255.55,Netherlands vs South Africa,ODI # 4672
South Africa,1,Temba Bavuma (c),out,16,31,2,1,51.61,Netherlands vs South Africa,ODI # 4672
South Africa,2,Quinton de Kock ,out,20,22,3,0,90.90,Netherlands vs South Africa,ODI # 4672
South Africa,3,Rassie van der Dussen,out,4,7,0,0,57.14,Netherlands vs South Africa,ODI # 4672
South Africa,4,Aiden Markram,out,1,3,0,0,33.33,Netherlands vs South Africa,ODI # 4672
South Africa,5,Heinrich Klaasen,out,28,28,4,0,100.00,Netherlands vs South Africa,ODI # 4672
South Africa,6,David Miller,out,43,52,4,1,82.69,Netherlands vs South Africa,ODI # 4672
South Africa,7,Marco Jansen,out,9,25,0,0,36.00,Netherlands vs South Africa,ODI # 4672
South Africa,8,Gerald Coetzee,out,22,23,2,1,95.65,Netherlands vs South Africa,ODI # 4672
South Africa,9,Keshav Maharaj,out,40,37,5,1,108.10,Netherlands vs South Africa,ODI # 4672
South Africa,10,Kagiso Rabada,out,9,6,0,1,150.00,Netherlands vs South Africa,ODI # 4672
South Africa,11,Lungi Ngidi,not_out,7,24,0,0,29.16,Netherlands vs South Africa,ODI # 4672
Sri Lanka,1,Pathum Nissanka,out,61,67,8,0,91.04,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,2,Kusal Perera,out,78,82,12,0,95.12,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,3,Kusal Mendis (c),out,9,13,0,0,69.23,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,4,Sadeera Samarawickrama,out,8,8,1,0,100.00,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,5,Charith Asalanka,out,25,39,0,1,64.10,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,6,Dhananjaya de Silva,out,7,13,1,0,53.84,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,7,Dunith Wellalage,out,2,9,0,0,22.22,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,8,Chamika Karunaratne,out,2,11,0,0,18.18,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,9,Maheesh Theekshana,out,0,5,0,0,0.00,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,10,Lahiru Kumara,out,4,8,1,0,50.00,Sri Lanka vs Australia,ODI # 4671
Sri Lanka,11,Dilshan Madushanka,not_out,0,6,0,0,0.00,Sri Lanka vs Australia,ODI # 4671
Australia,1,Mitchell Marsh,out,52,51,9,0,101.96,Sri Lanka vs Australia,ODI # 4671
Australia,2,David Warner,out,11,6,0,1,183.33,Sri Lanka vs Australia,ODI # 4671
Australia,3,Steven Smith,out,0,5,0,0,0.00,Sri Lanka vs Australia,ODI # 4671
Australia,4,Marnus Labuschagne,out,40,60,2,0,66.66,Sri Lanka vs Australia,ODI # 4671
Australia,5,Josh Inglis ,out,58,59,5,1,98.30,Sri Lanka vs Australia,ODI # 4671
Australia,6,Glenn Maxwell,not_out,31,21,4,2,147.61,Sri Lanka vs Australia,ODI # 4671
Australia,7,Marcus Stoinis,not_out,20,10,2,1,200.00,Sri Lanka vs Australia,ODI # 4671
Afghanistan,1,Rahmanullah Gurbaz,out,80,57,8,4,140.35,Afghanistan vs England,ODI # 4670
Afghanistan,2,Ibrahim Zadran,out,28,48,3,0,58.33,Afghanistan vs England,ODI # 4670
Afghanistan,3,Rahmat Shah,out,3,8,0,0,37.50,Afghanistan vs England,ODI # 4670
Afghanistan,4,Hashmatullah Shahidi (c),out,14,36,0,0,38.88,Afghanistan vs England,ODI # 4670
Afghanistan,5,Azmatullah Omarzai,out,19,24,1,1,79.16,Afghanistan vs England,ODI # 4670
Afghanistan,6,Ikram Alikhil ,out,58,66,3,2,87.87,Afghanistan vs England,ODI # 4670
Afghanistan,7,Mohammad Nabi,out,9,15,1,0,60.00,Afghanistan vs England,ODI # 4670
Afghanistan,8,Rashid Khan,out,23,22,3,0,104.54,Afghanistan vs England,ODI # 4670
Afghanistan,9,Mujeeb Ur Rahman,out,28,16,3,1,175.00,Afghanistan vs England,ODI # 4670
Afghanistan,10,Naveen-ul-Haq,out,5,6,1,0,83.33,Afghanistan vs England,ODI # 4670
Afghanistan,11,Fazalhaq Farooqi,not_out,2,4,0,0,50.00,Afghanistan vs England,ODI # 4670
England,1,Jonny Bairstow,out,2,4,0,0,50.00,Afghanistan vs England,ODI # 4670
England,2,Dawid Malan,out,32,39,4,0,82.05,Afghanistan vs England,ODI # 4670
England,3,Joe Root,out,11,17,2,0,64.70,Afghanistan vs England,ODI # 4670
England,4,Harry Brook,out,66,61,7,1,108.19,Afghanistan vs England,ODI # 4670
England,5,Jos Buttler (c),out,9,18,1,0,50.00,Afghanistan vs England,ODI # 4670
England,6,Liam Livingstone,out,10,14,1,0,71.42,Afghanistan vs England,ODI # 4670
England,7,Sam Curran,out,10,23,0,0,43.47,Afghanistan vs England,ODI # 4670
England,8,Chris Woakes,out,9,26,1,0,34.61,Afghanistan vs England,ODI # 4670
England,9,Adil Rashid,out,20,13,2,0,153.84,Afghanistan vs England,ODI # 4670
England,10,Mark Wood,out,18,22,3,0,81.81,Afghanistan vs England,ODI # 4670
England,11,Reece Topley,not_out,15,7,3,0,214.28,Afghanistan vs England,ODI # 4670
Pakistan,1,Abdullah Shafique,out,20,24,3,0,83.33,Pakistan vs India,ODI # 4669
Pakistan,2,Imam-ul-Haq,out,36,38,6,0,94.73,Pakistan vs India,ODI # 4669
Pakistan,3,Babar Azam (c),out,50,58,7,0,86.20,Pakistan vs India,ODI # 4669
Pakistan,4,Mohammad Rizwan ,out,49,69,7,0,71.01,Pakistan vs India,ODI # 4669
Pakistan,5,Saud Shakeel,out,6,10,0,0,60.00,Pakistan vs India,ODI # 4669
Pakistan,6,Iftikhar Ahmed,out,4,4,1,0,100.00,Pakistan vs India,ODI # 4669
Pakistan,7,Shadab Khan,out,2,5,0,0,40.00,Pakistan vs India,ODI # 4669
Pakistan,8,Mohammad Nawaz,out,4,14,0,0,28.57,Pakistan vs India,ODI # 4669
Pakistan,9,Hasan Ali,out,12,19,2,0,63.15,Pakistan vs India,ODI # 4669
Pakistan,10,Shaheen Shah Afridi,not_out,2,10,0,0,20.00,Pakistan vs India,ODI # 4669
Pakistan,11,Haris Rauf,out,2,6,0,0,33.33,Pakistan vs India,ODI # 4669
India,1,Rohit Sharma (c),out,86,63,6,6,136.50,Pakistan vs India,ODI # 4669
India,2,Shubman Gill,out,16,11,4,0,145.45,Pakistan vs India,ODI # 4669
India,3,Virat Kohli,out,16,18,3,0,88.88,Pakistan vs India,ODI # 4669
India,4,Shreyas Iyer,not_out,53,62,3,2,85.48,Pakistan vs India,ODI # 4669
India,5,KL Rahul ,not_out,19,29,2,0,65.51,Pakistan vs India,ODI # 4669
Bangladesh,1,Litton Das,out,0,1,0,0,0.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,2,Tanzid Hasan,out,16,17,4,0,94.11,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,3,Mehidy Hasan Miraz,out,30,46,4,0,65.21,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,4,Najmul Hossain Shanto,out,7,8,1,0,87.50,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,5,Shakib Al Hasan (c),out,40,51,3,2,78.43,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,6,Mushfiqur Rahim ,out,66,75,6,2,88.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,7,Towhid Hridoy,out,13,25,0,0,52.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,8,Mahmudullah,not_out,41,49,2,2,83.67,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,9,Taskin Ahmed,out,17,19,0,2,89.47,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,10,Mustafizur Rahman,out,4,10,0,0,40.00,Bangladesh vs New Zealand,ODI # 4668
Bangladesh,11,Shoriful Islam,not_out,2,3,0,0,66.66,Bangladesh vs New Zealand,ODI # 4668
New Zealand,1,Devon Conway,out,45,59,3,0,76.27,Bangladesh vs New Zealand,ODI # 4668
New Zealand,2,Rachin Ravindra,out,9,13,2,0,69.23,Bangladesh vs New Zealand,ODI # 4668
New Zealand,3,Kane Williamson (c),out,78,107,8,1,72.89,Bangladesh vs New Zealand,ODI # 4668
New Zealand,4,Daryl Mitchell,not_out,89,67,6,4,132.83,Bangladesh vs New Zealand,ODI # 4668
New Zealand,5,Glenn Phillips,not_out,16,11,1,1,145.45,Bangladesh vs New Zealand,ODI # 4668
South Africa,1,Quinton de Kock ,out,109,106,8,5,102.83,South Africa vs Australia,ODI # 4667
South Africa,2,Temba Bavuma (c),out,35,55,2,0,63.63,South Africa vs Australia,ODI # 4667
South Africa,3,Rassie van der Dussen,out,26,30,2,0,86.66,South Africa vs Australia,ODI # 4667
South Africa,4,Aiden Markram,out,56,44,7,1,127.27,South Africa vs Australia,ODI # 4667
South Africa,5,Heinrich Klaasen,out,29,27,3,0,107.40,South Africa vs Australia,ODI # 4667
South Africa,6,David Miller,out,17,13,1,1,130.76,South Africa vs Australia,ODI # 4667
South Africa,7,Marco Jansen,out,26,22,3,1,118.18,South Africa vs Australia,ODI # 4667
South Africa,8,Kagiso Rabada,not_out,0,1,0,0,0.00,South Africa vs Australia,ODI # 4667
South Africa,9,Keshav Maharaj,not_out,0,2,0,0,0.00,South Africa vs Australia,ODI # 4667
Australia,1,Mitchell Marsh,out,7,15,0,0,46.66,South Africa vs Australia,ODI # 4667
Australia,2,David Warner,out,13,27,2,0,48.14,South Africa vs Australia,ODI # 4667
Australia,3,Steven Smith,out,19,16,4,0,118.75,South Africa vs Australia,ODI # 4667
Australia,4,Marnus Labuschagne,out,46,74,3,0,62.16,South Africa vs Australia,ODI # 4667
Australia,5,Josh Inglis ,out,5,4,1,0,125.00,South Africa vs Australia,ODI # 4667
Australia,6,Glenn Maxwell,out,3,17,0,0,17.64,South Africa vs Australia,ODI # 4667
Australia,7,Marcus Stoinis,out,5,4,1,0,125.00,South Africa vs Australia,ODI # 4667
Australia,8,Mitchell Starc,out,27,51,3,0,52.94,South Africa vs Australia,ODI # 4667
Australia,9,Pat Cummins (c),out,22,21,4,0,104.76,South Africa vs Australia,ODI # 4667
Australia,10,Adam Zampa,not_out,11,16,1,0,68.75,South Africa vs Australia,ODI # 4667
Australia,11,Josh Hazlewood,out,2,2,0,0,100.00,South Africa vs Australia,ODI # 4667
Afghanistan,1,Rahmanullah Gurbaz ,out,21,28,3,1,75.00,Afghanistan vs India,ODI # 4666
Afghanistan,2,Ibrahim Zadran,out,22,28,4,0,78.57,Afghanistan vs India,ODI # 4666
Afghanistan,3,Rahmat Shah,out,16,22,3,0,72.72,Afghanistan vs India,ODI # 4666
Afghanistan,4,Hashmatullah Shahidi (c),out,80,88,8,1,90.90,Afghanistan vs India,ODI # 4666
Afghanistan,5,Azmatullah Omarzai,out,62,69,2,4,89.85,Afghanistan vs India,ODI # 4666
Afghanistan,6,Mohammad Nabi,out,19,27,1,0,70.37,Afghanistan vs India,ODI # 4666
Afghanistan,7,Najibullah Zadran,out,2,8,0,0,25.00,Afghanistan vs India,ODI # 4666
Afghanistan,8,Rashid Khan,out,16,12,1,1,133.33,Afghanistan vs India,ODI # 4666
Afghanistan,9,Mujeeb Ur Rahman,not_out,10,12,2,0,83.33,Afghanistan vs India,ODI # 4666
Afghanistan,10,Naveen-ul-Haq,not_out,9,8,1,0,112.50,Afghanistan vs India,ODI # 4666
India,1,Rohit Sharma (c),out,131,84,16,5,155.95,Afghanistan vs India,ODI # 4666
India,2,Ishan Kishan,out,47,47,5,2,100.00,Afghanistan vs India,ODI # 4666
India,3,Virat Kohli,not_out,55,56,6,0,98.21,Afghanistan vs India,ODI # 4666
India,4,Shreyas Iyer,not_out,25,23,1,1,108.69,Afghanistan vs India,ODI # 4666
Sri Lanka,1,Pathum Nissanka,out,51,61,7,1,83.60,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,2,Kusal Perera,out,0,4,0,0,0.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,3,Kusal Mendis ,out,122,77,14,6,158.44,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,4,Sadeera Samarawickrama,out,108,89,11,2,121.34,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,5,Charith Asalanka,out,1,3,0,0,33.33,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,6,Dhananjaya de Silva,out,25,34,3,0,73.52,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,7,Dasun Shanaka (c),out,12,18,0,0,66.66,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,8,Dunith Wellalage,out,10,8,1,0,125.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,9,Maheesh Theekshana,out,0,4,0,0,0.00,Sri Lanka vs Pakistan,ODI # 4665
Sri Lanka,10,Matheesha Pathirana,not_out,1,3,0,0,33.33,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,1,Abdullah Shafique,out,113,103,10,3,109.70,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,2,Imam-ul-Haq,out,12,12,1,0,100.00,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,3,Babar Azam (c),out,10,15,1,0,66.66,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,4,Mohammad Rizwan ,not_out,131,121,8,3,108.26,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,5,Saud Shakeel,out,31,30,2,0,103.33,Sri Lanka vs Pakistan,ODI # 4665
Pakistan,6,Iftikhar Ahmed,not_out,22,10,4,0,220.00,Sri Lanka vs Pakistan,ODI # 4665
England,1,Jonny Bairstow,out,52,59,8,0,88.13,England vs Bangladesh,ODI # 4664
England,2,Dawid Malan,out,140,107,16,5,130.84,England vs Bangladesh,ODI # 4664
England,3,Joe Root,out,82,68,8,1,120.58,England vs Bangladesh,ODI # 4664
England,4,Jos Buttler (c),out,20,10,1,1,200.00,England vs Bangladesh,ODI # 4664
England,5,Harry Brook,out,20,15,3,0,133.33,England vs Bangladesh,ODI # 4664
England,6,Liam Livingstone,out,0,1,0,0,0.00,England vs Bangladesh,ODI # 4664
England,7,Sam Curran,out,11,15,1,0,73.33,England vs Bangladesh,ODI # 4664
England,8,Chris Woakes,out,14,11,2,0,127.27,England vs Bangladesh,ODI # 4664
